/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_11_500.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_11_500.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_11_500.jpg, 0, 0, 0, 8.039938E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_11_602.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_11_602.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_11_602.jpg, 0, 0, 0, 8.070981E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_11_706.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_11_706.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_11_706.jpg, 0, 0, 0, 8.085468E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_11_807.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_11_807.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_11_807.jpg, 0, 0, 0, 8.162538E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_11_915.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_11_915.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_11_915.jpg, 0, 0, 0, 8.026237E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_12_020.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_12_020.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_12_020.jpg, 0, 0, 0, 8.178418E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_12_121.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_12_121.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_12_121.jpg, 0, 0, 0, 8.109344E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_12_226.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_12_226.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_12_226.jpg, 0, 0, 0, 8.233007E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_12_335.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_12_335.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_12_335.jpg, 0, 0, 0, 8.10084E-05
/Users/mac/Desktop/udacity_data/IMG/center_2020_12_17_21_22_12_442.jpg, /Users/mac/Desktop/udacity_data/IMG/left_2020_12_17_21_22_12_442.jpg, /Users/mac/Desktop/udacity_data/IMG/right_2020_12_17_21_22_12_442.jpg, 0, 0, 0, 8.105761E-05
